cross_val,kfold,accuracy,class_0_recall,class_1_recall,mean_recall,class_0_precision,class_1_precision,mean_precision,class_0_F1,class_1_F1,mean_F1
1,1,0.7012987012987013,0,0.7012987012987013,0.35064935064935066,0.0,1.0,0.5,0,0.8244274809160306,0.4122137404580153
1,2,0.7142857142857143,0,0.7142857142857143,0.35714285714285715,0.0,1.0,0.5,0,0.8333333333333333,0.41666666666666663
1,3,0.4155844155844156,0.4155844155844156,0,0.2077922077922078,1.0,0.0,0.5,0.5871559633027523,0,0.29357798165137616
1,4,0.37662337662337664,0.37662337662337664,0,0.18831168831168832,1.0,0.0,0.5,0.5471698113207547,0,0.27358490566037735
1,5,0.4025974025974026,0.4025974025974026,0,0.2012987012987013,1.0,0.0,0.5,0.5740740740740741,0,0.28703703703703703
1,6,0.6753246753246753,0,0.6753246753246753,0.33766233766233766,0.0,1.0,0.5,0,0.8062015503875969,0.40310077519379844
1,7,0.6883116883116883,0,0.6883116883116883,0.34415584415584416,0.0,1.0,0.5,0,0.8153846153846155,0.40769230769230774
1,8,0.6493506493506493,0,0.6493506493506493,0.3246753246753247,0.0,1.0,0.5,0,0.7874015748031497,0.3937007874015748
1,9,0.3684210526315789,0.3684210526315789,0,0.18421052631578946,1.0,0.0,0.5,0.5384615384615384,0,0.2692307692307692
1,10,0.35526315789473684,0.35526315789473684,0,0.17763157894736842,1.0,0.0,0.5,0.5242718446601942,0,0.2621359223300971
