cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.47368421052631576,0.8333333333333334,0.3076923076923077,0,0.3803418803418803,1.0,0.8,0.0,0.6,0.9090909090909091,0.4444444444444444,0,0.4511784511784511
1,2,0.6111111111111112,1.0,0,0.5333333333333333,0.5111111111111111,0.75,0.0,1.0,0.5833333333333334,0.8571428571428571,0,0.6956521739130436,0.5175983436853002
1,3,0.9444444444444444,1.0,1.0,0.5,0.8333333333333334,1.0,0.8888888888888888,1.0,0.9629629629629629,1.0,0.9411764705882353,0.6666666666666666,0.869281045751634
1,4,0.7777777777777778,0.8888888888888888,0.6666666666666666,0,0.5185185185185185,1.0,0.8571428571428571,0.0,0.6190476190476191,0.9411764705882353,0.75,0,0.5637254901960784
1,5,0.7222222222222222,1.0,0.5,0,0.5,0.8888888888888888,1.0,0.0,0.6296296296296297,0.9411764705882353,0.6666666666666666,0,0.5359477124183006
1,6,0.7777777777777778,1.0,0.6363636363636364,0,0.5454545454545454,1.0,1.0,0.0,0.6666666666666666,1.0,0.7777777777777778,0,0.5925925925925926
1,7,0.4444444444444444,1.0,0,0.2857142857142857,0.42857142857142855,1.0,0.0,1.0,0.6666666666666666,1.0,0,0.4444444444444445,0.48148148148148145
1,8,0.6111111111111112,1.0,0.5333333333333333,0,0.5111111111111111,1.0,1.0,0.0,0.6666666666666666,1.0,0.6956521739130436,0,0.5652173913043478
1,9,0.7058823529411765,1.0,0.5454545454545454,0,0.5151515151515151,0.8571428571428571,1.0,0.0,0.6190476190476191,0.923076923076923,0.7058823529411764,0,0.5429864253393665
1,10,0.5625,0.5714285714285714,0.5555555555555556,0,0.37566137566137564,1.0,0.625,0.0,0.5416666666666666,0.7272727272727273,0.5882352941176471,0,0.4385026737967914
