cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.631578947368421,0.6666666666666666,0.6,0,0.4222222222222222,1.0,0.75,0.0,0.5833333333333334,0.8,0.6666666666666665,0,0.4888888888888889
1,2,0.6111111111111112,0.6666666666666666,0.5833333333333334,0,0.4166666666666667,1.0,0.7777777777777778,0.0,0.5925925925925926,0.8,0.6666666666666666,0,0.48888888888888893
1,3,0.7222222222222222,0.75,0.7,0,0.48333333333333334,1.0,0.7777777777777778,0.0,0.5925925925925926,0.8571428571428571,0.7368421052631577,0,0.5313283208020049
1,4,0.6666666666666666,0.8571428571428571,0.5454545454545454,0,0.4675324675324675,1.0,0.8571428571428571,0.0,0.6190476190476191,0.923076923076923,0.6666666666666665,0,0.5299145299145298
1,5,0.5555555555555556,0.6666666666666666,0.5,0,0.38888888888888884,1.0,0.75,0.0,0.5833333333333334,0.8,0.6,0,0.4666666666666666
1,6,0.8333333333333334,1.0,0.5714285714285714,1.0,0.8571428571428571,0.7,1.0,1.0,0.9,0.8235294117647058,0.7272727272727273,1.0,0.8502673796791443
1,7,0.3888888888888889,0.36363636363636365,0.42857142857142855,0,0.26406926406926406,1.0,0.3,0.0,0.43333333333333335,0.5333333333333333,0.3529411764705882,0,0.2954248366013072
1,8,0.6111111111111112,0.8571428571428571,0.45454545454545453,0,0.4372294372294372,0.8571428571428571,0.8333333333333334,0.0,0.5634920634920635,0.8571428571428571,0.5882352941176471,0,0.48179271708683474
1,9,0.35294117647058826,0.75,0.23076923076923078,0,0.3269230769230769,0.6,0.75,0.0,0.45,0.6666666666666665,0.3529411764705882,0,0.3398692810457516
1,10,0.625,0.7,0.5,0,0.39999999999999997,1.0,0.5,0.0,0.5,0.8235294117647058,0.5,0,0.4411764705882353
