cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.5833333333333334,0.5833333333333334,0,0.2916666666666667,1.0,0.0,0.5,0.7368421052631579,0,0.3684210526315789
1,2,0.5833333333333334,0.5833333333333334,0,0.2916666666666667,1.0,0.0,0.5,0.7368421052631579,0,0.3684210526315789
1,3,0.6388888888888888,0.6,0.8333333333333334,0.7166666666666667,0.9473684210526315,0.29411764705882354,0.6207430340557275,0.7346938775510204,0.4347826086956522,0.5847382431233363
1,4,0.75,0.7096774193548387,1.0,0.8548387096774194,1.0,0.35714285714285715,0.6785714285714286,0.8301886792452831,0.5263157894736842,0.6782522343594837
1,5,0.7777777777777778,0.8148148148148148,0.6666666666666666,0.7407407407407407,0.88,0.5454545454545454,0.7127272727272727,0.8461538461538461,0.6,0.7230769230769231
1,6,0.6285714285714286,0.6285714285714286,0,0.3142857142857143,1.0,0.0,0.5,0.7719298245614035,0,0.38596491228070173
1,7,0.6470588235294118,0.6470588235294118,0,0.3235294117647059,1.0,0.0,0.5,0.7857142857142858,0,0.3928571428571429
1,8,0.7941176470588235,0.7941176470588235,0,0.39705882352941174,1.0,0.0,0.5,0.8852459016393442,0,0.4426229508196721
1,9,0.6176470588235294,0.6176470588235294,0,0.3088235294117647,1.0,0.0,0.5,0.7636363636363637,0,0.38181818181818183
1,10,0.7352941176470589,0.7352941176470589,0,0.36764705882352944,1.0,0.0,0.5,0.8474576271186441,0,0.42372881355932207
