cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.7894736842105263,1.0,0.6666666666666666,0,0.5555555555555555,0.875,1.0,0.0,0.625,0.9333333333333333,0.8,0,0.5777777777777778
1,2,0.7777777777777778,0.875,0.7,0,0.525,1.0,0.875,0.0,0.625,0.9333333333333333,0.7777777777777777,0,0.5703703703703703
1,3,0.7222222222222222,1.0,0,0.5833333333333334,0.5277777777777778,1.0,0.0,1.0,0.6666666666666666,1.0,0,0.7368421052631579,0.5789473684210527
1,4,0.7777777777777778,1.0,0.6666666666666666,0,0.5555555555555555,1.0,1.0,0.0,0.6666666666666666,1.0,0.8,0,0.6
1,5,0.6111111111111112,0.75,0,0.5714285714285714,0.44047619047619047,1.0,0.0,1.0,0.6666666666666666,0.8571428571428571,0,0.7272727272727273,0.5281385281385281
1,6,0.5,1.0,0,0.35714285714285715,0.4523809523809524,1.0,0.0,1.0,0.6666666666666666,1.0,0,0.5263157894736842,0.5087719298245613
1,7,0.8333333333333334,1.0,0.7692307692307693,0,0.5897435897435898,1.0,1.0,0.0,0.6666666666666666,1.0,0.8695652173913044,0,0.6231884057971014
1,8,0.7222222222222222,0.9,0.5,0,0.4666666666666666,0.9,0.8,0.0,0.5666666666666668,0.9,0.6153846153846154,0,0.5051282051282051
1,9,0.7647058823529411,1.0,0,0.6363636363636364,0.5454545454545454,1.0,0.0,1.0,0.6666666666666666,1.0,0,0.7777777777777778,0.5925925925925926
1,10,0.5625,1.0,0,0.4166666666666667,0.47222222222222227,1.0,0.0,1.0,0.6666666666666666,1.0,0,0.5882352941176471,0.5294117647058824
