cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.9166666666666666,0.8846153846153846,1.0,0.9423076923076923,1.0,0.7692307692307693,0.8846153846153846,0.9387755102040816,0.8695652173913044,0.904170363797693
1,2,0.8611111111111112,0.8214285714285714,1.0,0.9107142857142857,1.0,0.6153846153846154,0.8076923076923077,0.9019607843137255,0.761904761904762,0.8319327731092437
1,3,0.8888888888888888,0.875,1.0,0.9375,1.0,0.5,0.75,0.9333333333333333,0.6666666666666666,0.8
1,4,0.6944444444444444,0.6774193548387096,0.8,0.7387096774193549,0.9545454545454546,0.2857142857142857,0.6201298701298701,0.7924528301886793,0.4210526315789473,0.6067527308838133
1,5,0.9166666666666666,0.88,1.0,0.94,1.0,0.7857142857142857,0.8928571428571428,0.9361702127659575,0.88,0.9080851063829787
1,6,0.8,0.7777777777777778,0.875,0.8263888888888888,0.9545454545454546,0.5384615384615384,0.7465034965034965,0.8571428571428572,0.6666666666666667,0.761904761904762
1,7,0.8823529411764706,0.84,1.0,0.9199999999999999,1.0,0.6923076923076923,0.8461538461538461,0.9130434782608696,0.8181818181818181,0.8656126482213439
1,8,0.8529411764705882,0.84,0.8888888888888888,0.8644444444444443,0.9545454545454546,0.6666666666666666,0.8106060606060606,0.8936170212765958,0.761904761904762,0.8277608915906789
1,9,0.9705882352941176,0.9583333333333334,1.0,0.9791666666666667,1.0,0.9090909090909091,0.9545454545454546,0.9787234042553191,0.9523809523809523,0.9655521783181358
1,10,0.8529411764705882,0.8181818181818182,0.9166666666666666,0.8674242424242424,0.9473684210526315,0.7333333333333333,0.8403508771929824,0.8780487804878049,0.8148148148148148,0.8464317976513098
