cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.8888888888888888,0.88,0.9090909090909091,0.8945454545454545,0.9565217391304348,0.7692307692307693,0.8628762541806021,0.9166666666666666,0.8333333333333333,0.875
1,2,0.9166666666666666,0.9545454545454546,0.8571428571428571,0.9058441558441559,0.9130434782608695,0.9230769230769231,0.9180602006688963,0.9333333333333332,0.888888888888889,0.9111111111111111
1,3,0.9444444444444444,0.9230769230769231,1.0,0.9615384615384616,1.0,0.8333333333333334,0.9166666666666667,0.9600000000000001,0.9090909090909091,0.9345454545454546
1,4,0.9166666666666666,0.9523809523809523,0.8666666666666667,0.9095238095238095,0.9090909090909091,0.9285714285714286,0.9188311688311688,0.9302325581395349,0.896551724137931,0.9133921411387329
1,5,0.9722222222222222,0.9642857142857143,1.0,0.9821428571428572,1.0,0.8888888888888888,0.9444444444444444,0.9818181818181818,0.9411764705882353,0.9614973262032085
1,6,0.9428571428571428,0.9523809523809523,0.9285714285714286,0.9404761904761905,0.9523809523809523,0.9285714285714286,0.9404761904761905,0.9523809523809523,0.9285714285714286,0.9404761904761905
1,7,0.8235294117647058,0.76,1.0,0.88,1.0,0.6,0.8,0.8636363636363636,0.7499999999999999,0.8068181818181818
1,8,0.8529411764705882,0.84,0.8888888888888888,0.8644444444444443,0.9545454545454546,0.6666666666666666,0.8106060606060606,0.8936170212765958,0.761904761904762,0.8277608915906789
1,9,0.8823529411764706,0.9230769230769231,0.75,0.8365384615384616,0.9230769230769231,0.75,0.8365384615384616,0.9230769230769231,0.75,0.8365384615384616
1,10,0.7941176470588235,0.72,1.0,0.86,1.0,0.5625,0.78125,0.8372093023255813,0.72,0.7786046511627907
