cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.8888888888888888,0.9583333333333334,0.75,0.8541666666666667,0.8846153846153846,0.9,0.8923076923076922,0.9199999999999999,0.8181818181818182,0.8690909090909091
1,2,0.9444444444444444,0.9285714285714286,1.0,0.9642857142857143,1.0,0.8,0.9,0.962962962962963,0.888888888888889,0.925925925925926
1,3,0.8055555555555556,0.7586206896551724,1.0,0.8793103448275862,1.0,0.5,0.75,0.8627450980392156,0.6666666666666666,0.7647058823529411
1,4,0.8888888888888888,0.8518518518518519,1.0,0.9259259259259259,1.0,0.6923076923076923,0.8461538461538461,0.92,0.8181818181818181,0.8690909090909091
1,5,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.96,0.7272727272727273,0.8436363636363636,0.923076923076923,0.7999999999999999,0.8615384615384615
1,6,0.9428571428571428,0.9090909090909091,1.0,0.9545454545454546,1.0,0.8666666666666667,0.9333333333333333,0.9523809523809523,0.9285714285714286,0.9404761904761905
1,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,8,0.9117647058823529,0.875,1.0,0.9375,1.0,0.7692307692307693,0.8846153846153846,0.9333333333333333,0.8695652173913044,0.9014492753623189
1,9,0.8823529411764706,0.8260869565217391,1.0,0.9130434782608696,1.0,0.7333333333333333,0.8666666666666667,0.9047619047619047,0.846153846153846,0.8754578754578753
1,10,0.9705882352941176,0.9545454545454546,1.0,0.9772727272727273,1.0,0.9230769230769231,0.9615384615384616,0.9767441860465117,0.9600000000000001,0.9683720930232559
