cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.8055555555555556,0.7916666666666666,0.8333333333333334,0.8125,0.9047619047619048,0.6666666666666666,0.7857142857142857,0.8444444444444444,0.7407407407407408,0.7925925925925926
1,2,0.8611111111111112,0.9166666666666666,0.75,0.8333333333333333,0.88,0.8181818181818182,0.8490909090909091,0.8979591836734694,0.7826086956521738,0.8402839396628217
1,3,0.8888888888888888,0.9230769230769231,0.8,0.8615384615384616,0.9230769230769231,0.8,0.8615384615384616,0.9230769230769231,0.8000000000000002,0.8615384615384616
1,4,0.9166666666666666,0.896551724137931,1.0,0.9482758620689655,1.0,0.7,0.85,0.9454545454545454,0.8235294117647058,0.8844919786096257
1,5,0.7777777777777778,0.7,0.875,0.7875,0.875,0.7,0.7875,0.7777777777777777,0.7777777777777777,0.7777777777777777
1,6,0.9142857142857143,0.9090909090909091,0.9230769230769231,0.916083916083916,0.9523809523809523,0.8571428571428571,0.9047619047619047,0.9302325581395349,0.888888888888889,0.9095607235142119
1,7,0.9117647058823529,0.9545454545454546,0.8333333333333334,0.893939393939394,0.9130434782608695,0.9090909090909091,0.9110671936758893,0.9333333333333332,0.8695652173913043,0.9014492753623188
1,8,0.9411764705882353,0.9523809523809523,0.9230769230769231,0.9377289377289377,0.9523809523809523,0.9230769230769231,0.9377289377289377,0.9523809523809523,0.9230769230769231,0.9377289377289377
1,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,10,0.9117647058823529,0.88,1.0,0.94,1.0,0.75,0.875,0.9361702127659575,0.8571428571428571,0.8966565349544073
