cross_val,kfold,accuracy,class_0_recall,class_1_recall,mean_recall,class_0_precision,class_1_precision,mean_precision,class_0_F1,class_1_F1,mean_F1
1,1,0.33766233766233766,0.33766233766233766,0,0.16883116883116883,1.0,0.0,0.5,0.5048543689320388,0,0.2524271844660194
1,2,0.6493506493506493,0.8571428571428571,0.6285714285714286,0.7428571428571429,0.1875,0.9777777777777777,0.5826388888888889,0.30769230769230765,0.7652173913043477,0.5364548494983277
1,3,0.6103896103896104,0.5,0.6133333333333333,0.5566666666666666,0.03333333333333333,0.9787234042553191,0.5060283687943262,0.0625,0.7540983606557378,0.4082991803278689
1,4,0.7662337662337663,1.0,0.7631578947368421,0.881578947368421,0.05263157894736842,1.0,0.5263157894736842,0.1,0.8656716417910448,0.4828358208955224
1,5,0.6493506493506493,0,0.6493506493506493,0.3246753246753247,0.0,1.0,0.5,0,0.7874015748031497,0.3937007874015748
1,6,0.6103896103896104,0,0.6103896103896104,0.3051948051948052,0.0,1.0,0.5,0,0.7580645161290321,0.37903225806451607
1,7,0.7662337662337663,1.0,0.7534246575342466,0.8767123287671232,0.18181818181818182,1.0,0.5909090909090909,0.3076923076923077,0.8593750000000001,0.583533653846154
1,8,0.6233766233766234,0.5,0.6266666666666667,0.5633333333333334,0.034482758620689655,0.9791666666666666,0.5068247126436781,0.06451612903225806,0.7642276422764227,0.41437188565434036
1,9,0.34210526315789475,0.34210526315789475,0,0.17105263157894737,1.0,0.0,0.5,0.5098039215686275,0,0.25490196078431376
1,10,0.6447368421052632,0,0.6447368421052632,0.3223684210526316,0.0,1.0,0.5,0,0.7839999999999999,0.39199999999999996
