cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.6842105263157895,0.875,0.5454545454545454,0,0.47348484848484845,1.0,0.8571428571428571,0.0,0.6190476190476191,0.9333333333333333,0.6666666666666665,0,0.5333333333333333
1,2,0.8333333333333334,1.0,0.75,0,0.5833333333333334,1.0,1.0,0.0,0.6666666666666666,1.0,0.8571428571428571,0,0.6190476190476191
1,3,0.7777777777777778,1.0,0.6,0,0.5333333333333333,1.0,1.0,0.0,0.6666666666666666,1.0,0.7499999999999999,0,0.5833333333333334
1,4,0.7222222222222222,0.8571428571428571,0.6363636363636364,0,0.4978354978354978,1.0,1.0,0.0,0.6666666666666666,0.923076923076923,0.7777777777777778,0,0.5669515669515669
1,5,0.7222222222222222,1.0,0.6428571428571429,0,0.5476190476190476,1.0,1.0,0.0,0.6666666666666666,1.0,0.782608695652174,0,0.5942028985507246
1,6,0.7777777777777778,1.0,0.6923076923076923,0,0.5641025641025641,1.0,1.0,0.0,0.6666666666666666,1.0,0.8181818181818181,0,0.6060606060606061
1,7,0.7222222222222222,1.0,0.5,0,0.5,1.0,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0,0.5555555555555555
1,8,0.7222222222222222,1.0,0.6153846153846154,0,0.5384615384615384,1.0,1.0,0.0,0.6666666666666666,1.0,0.761904761904762,0,0.5873015873015873
1,9,0.5294117647058824,1.0,0.42857142857142855,0,0.4761904761904762,1.0,1.0,0.0,0.6666666666666666,1.0,0.6,0,0.5333333333333333
1,10,0.75,1.0,0.5555555555555556,0,0.5185185185185185,1.0,1.0,0.0,0.6666666666666666,1.0,0.7142857142857143,0,0.5714285714285715
