cross_val,kfold,accuracy,class_0_recall,class_1_recall,mean_recall,class_0_precision,class_1_precision,mean_precision,class_0_F1,class_1_F1,mean_F1
1,1,0.8051948051948052,0.9230769230769231,0.78125,0.8521634615384616,0.46153846153846156,0.9803921568627451,0.7209653092006033,0.6153846153846155,0.8695652173913042,0.7424749163879598
1,2,0.8051948051948052,0.7272727272727273,0.8363636363636363,0.7818181818181817,0.64,0.8846153846153846,0.7623076923076924,0.6808510638297872,0.8598130841121494,0.7703320739709683
1,3,0.5454545454545454,0,0.5454545454545454,0.2727272727272727,0.0,1.0,0.5,0,0.7058823529411764,0.3529411764705882
1,4,0.7402597402597403,0.5263157894736842,0.8103448275862069,0.6683303085299455,0.47619047619047616,0.8392857142857143,0.6577380952380952,0.5,0.8245614035087718,0.6622807017543859
1,5,0.6233766233766234,0,0.6233766233766234,0.3116883116883117,0.0,1.0,0.5,0,0.768,0.384
1,6,0.6233766233766234,0,0.6233766233766234,0.3116883116883117,0.0,1.0,0.5,0,0.768,0.384
1,7,0.7142857142857143,0,0.7142857142857143,0.35714285714285715,0.0,1.0,0.5,0,0.8333333333333333,0.41666666666666663
1,8,0.6753246753246753,0,0.6753246753246753,0.33766233766233766,0.0,1.0,0.5,0,0.8062015503875969,0.40310077519379844
1,9,0.6842105263157895,0.75,0.6805555555555556,0.7152777777777778,0.11538461538461539,0.98,0.5476923076923077,0.19999999999999998,0.8032786885245902,0.5016393442622951
1,10,0.6447368421052632,0.6666666666666666,0.6417910447761194,0.654228855721393,0.2,0.9347826086956522,0.5673913043478261,0.30769230769230765,0.7610619469026548,0.5343771272974812
