cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.9473684210526315,1.0,1.0,0.75,0.9166666666666666,1.0,0.8888888888888888,1.0,0.9629629629629629,1.0,0.9411764705882353,0.8571428571428571,0.9327731092436974
1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,6,0.9444444444444444,0.8333333333333334,1.0,1.0,0.9444444444444445,1.0,0.875,1.0,0.9583333333333334,0.9090909090909091,0.9333333333333333,1.0,0.9474747474747475
1,7,0.8888888888888888,0.75,1.0,1.0,0.9166666666666666,1.0,0.6666666666666666,1.0,0.8888888888888888,0.8571428571428571,0.8,1.0,0.8857142857142857
1,8,0.9444444444444444,0.75,1.0,1.0,0.9166666666666666,1.0,0.9,1.0,0.9666666666666667,0.8571428571428571,0.9473684210526316,1.0,0.9348370927318296
1,9,0.9411764705882353,1.0,0.875,1.0,0.9583333333333334,1.0,1.0,0.8333333333333334,0.9444444444444445,1.0,0.9333333333333333,0.9090909090909091,0.9474747474747475
1,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
