cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.8333333333333334,0.8,0.9090909090909091,0.8545454545454545,0.9523809523809523,0.6666666666666666,0.8095238095238095,0.8695652173913043,0.7692307692307692,0.8193979933110367
1,2,0.7777777777777778,0.68,1.0,0.8400000000000001,1.0,0.5789473684210527,0.7894736842105263,0.8095238095238095,0.7333333333333334,0.7714285714285715
1,3,0.9444444444444444,0.9565217391304348,0.9230769230769231,0.939799331103679,0.9565217391304348,0.9230769230769231,0.939799331103679,0.9565217391304348,0.9230769230769231,0.939799331103679
1,4,0.8888888888888888,0.8260869565217391,1.0,0.9130434782608696,1.0,0.7647058823529411,0.8823529411764706,0.9047619047619047,0.8666666666666666,0.8857142857142857
1,5,0.8333333333333334,0.8235294117647058,1.0,0.9117647058823529,1.0,0.25,0.625,0.9032258064516129,0.4,0.6516129032258065
1,6,0.9142857142857143,0.8846153846153846,1.0,0.9423076923076923,1.0,0.75,0.875,0.9387755102040816,0.8571428571428571,0.8979591836734693
1,7,0.8235294117647058,0.7777777777777778,1.0,0.8888888888888888,1.0,0.5384615384615384,0.7692307692307692,0.8750000000000001,0.7000000000000001,0.7875000000000001
1,8,0.8235294117647058,0.8695652173913043,0.7272727272727273,0.7984189723320159,0.8695652173913043,0.7272727272727273,0.7984189723320159,0.8695652173913043,0.7272727272727273,0.7984189723320159
1,9,0.8823529411764706,0.8571428571428571,1.0,0.9285714285714286,1.0,0.6,0.8,0.923076923076923,0.7499999999999999,0.8365384615384615
1,10,0.9411764705882353,0.9285714285714286,1.0,0.9642857142857143,1.0,0.75,0.875,0.962962962962963,0.8571428571428571,0.91005291005291
