cross_val,kfold,accuracy,class_0_recall,class_1_recall,mean_recall,class_0_precision,class_1_precision,mean_precision,class_0_F1,class_1_F1,mean_F1
1,1,0.3116883116883117,0.3116883116883117,0,0.15584415584415584,1.0,0.0,0.5,0.4752475247524752,0,0.2376237623762376
1,2,0.37662337662337664,0.37662337662337664,0,0.18831168831168832,1.0,0.0,0.5,0.5471698113207547,0,0.27358490566037735
1,3,0.5714285714285714,0,0.5714285714285714,0.2857142857142857,0.0,1.0,0.5,0,0.7272727272727273,0.36363636363636365
1,4,0.2727272727272727,0.2727272727272727,0,0.13636363636363635,1.0,0.0,0.5,0.42857142857142855,0,0.21428571428571427
1,5,0.33766233766233766,0.33766233766233766,0,0.16883116883116883,1.0,0.0,0.5,0.5048543689320388,0,0.2524271844660194
1,6,0.24675324675324675,0.24675324675324675,0,0.12337662337662338,1.0,0.0,0.5,0.3958333333333333,0,0.19791666666666666
1,7,0.4025974025974026,0.4025974025974026,0,0.2012987012987013,1.0,0.0,0.5,0.5740740740740741,0,0.28703703703703703
1,8,0.38961038961038963,0.38961038961038963,0,0.19480519480519481,1.0,0.0,0.5,0.5607476635514019,0,0.28037383177570097
1,9,0.40789473684210525,0.40789473684210525,0,0.20394736842105263,1.0,0.0,0.5,0.5794392523364486,0,0.2897196261682243
1,10,0.3157894736842105,0.3157894736842105,0,0.15789473684210525,1.0,0.0,0.5,0.4799999999999999,0,0.23999999999999996
