cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.8888888888888888,0.9230769230769231,0.8,0.8615384615384616,0.9230769230769231,0.8,0.8615384615384616,0.9230769230769231,0.8000000000000002,0.8615384615384616
1,2,0.8333333333333334,0.8571428571428571,0.75,0.8035714285714286,0.9230769230769231,0.6,0.7615384615384615,0.888888888888889,0.6666666666666665,0.7777777777777777
1,3,0.8888888888888888,0.8636363636363636,0.9285714285714286,0.8961038961038961,0.95,0.8125,0.88125,0.9047619047619048,0.8666666666666666,0.8857142857142857
1,4,0.8888888888888888,0.9166666666666666,0.8333333333333334,0.875,0.9166666666666666,0.8333333333333334,0.875,0.9166666666666666,0.8333333333333334,0.875
1,5,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9565217391304348,0.8461538461538461,0.9013377926421404,0.9361702127659574,0.8799999999999999,0.9080851063829787
1,6,0.8285714285714286,0.7857142857142857,1.0,0.8928571428571428,1.0,0.5384615384615384,0.7692307692307692,0.88,0.7000000000000001,0.79
1,7,0.8529411764705882,0.8846153846153846,0.75,0.8173076923076923,0.92,0.6666666666666666,0.7933333333333333,0.9019607843137256,0.7058823529411765,0.803921568627451
1,8,0.7941176470588235,0.6818181818181818,1.0,0.8409090909090908,1.0,0.631578947368421,0.8157894736842105,0.8108108108108109,0.7741935483870968,0.7925021795989537
1,9,0.9705882352941176,0.9629629629629629,1.0,0.9814814814814814,1.0,0.875,0.9375,0.9811320754716981,0.9333333333333333,0.9572327044025157
1,10,0.7647058823529411,0.7083333333333334,0.9,0.8041666666666667,0.9444444444444444,0.5625,0.7534722222222222,0.8095238095238096,0.6923076923076923,0.7509157509157509
