cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.8055555555555556,0.8076923076923077,0.8,0.8038461538461539,0.9130434782608695,0.6153846153846154,0.7642140468227425,0.8571428571428572,0.6956521739130435,0.7763975155279503
1,2,0.8611111111111112,0.84,0.9090909090909091,0.8745454545454545,0.9545454545454546,0.7142857142857143,0.8344155844155845,0.8936170212765958,0.8,0.8468085106382979
1,3,0.8333333333333334,0.8461538461538461,0.8,0.823076923076923,0.9166666666666666,0.6666666666666666,0.7916666666666666,0.8799999999999999,0.7272727272727272,0.8036363636363635
1,4,0.8888888888888888,0.8846153846153846,0.9,0.8923076923076922,0.9583333333333334,0.75,0.8541666666666667,0.9199999999999999,0.8181818181818182,0.8690909090909091
1,5,0.8611111111111112,0.8214285714285714,1.0,0.9107142857142857,1.0,0.6153846153846154,0.8076923076923077,0.9019607843137255,0.761904761904762,0.8319327731092437
1,6,0.9142857142857143,0.9047619047619048,0.9285714285714286,0.9166666666666667,0.95,0.8666666666666667,0.9083333333333333,0.9268292682926829,0.896551724137931,0.911690496215307
1,7,0.7647058823529411,0.8,0.6666666666666666,0.7333333333333334,0.8695652173913043,0.5454545454545454,0.7075098814229248,0.8333333333333333,0.6,0.7166666666666666
1,8,0.9411764705882353,0.9230769230769231,1.0,0.9615384615384616,1.0,0.8,0.9,0.9600000000000001,0.888888888888889,0.9244444444444445
1,9,0.8235294117647058,0.84,0.7777777777777778,0.8088888888888889,0.9130434782608695,0.6363636363636364,0.7747035573122529,0.8749999999999999,0.7000000000000001,0.7875
1,10,0.7941176470588235,0.75,0.9,0.825,0.9473684210526315,0.6,0.7736842105263158,0.8372093023255814,0.7200000000000001,0.7786046511627908
