cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.9473684210526315,1.0,1.0,0.8,0.9333333333333332,0.9,1.0,1.0,0.9666666666666667,0.9473684210526316,1.0,0.888888888888889,0.9454191033138403
1,2,0.8888888888888888,0.8,1.0,0.75,0.85,1.0,0.8181818181818182,1.0,0.9393939393939394,0.888888888888889,0.9,0.8571428571428571,0.882010582010582
1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,4,0.9444444444444444,1.0,0.75,1.0,0.9166666666666666,0.875,1.0,1.0,0.9583333333333334,0.9333333333333333,0.8571428571428571,1.0,0.9301587301587301
1,5,0.9444444444444444,1.0,1.0,0.8,0.9333333333333332,1.0,0.9090909090909091,1.0,0.9696969696969697,1.0,0.9523809523809523,0.888888888888889,0.9470899470899471
1,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,8,0.8888888888888888,1.0,1.0,0.5,0.8333333333333334,1.0,0.75,1.0,0.9166666666666666,1.0,0.8571428571428571,0.6666666666666666,0.8412698412698413
1,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
