cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.8947368421052632,0.8,1.0,0.8,0.8666666666666667,1.0,0.8181818181818182,1.0,0.9393939393939394,0.888888888888889,0.9,0.888888888888889,0.8925925925925927
1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,3,0.9444444444444444,1.0,0.8888888888888888,1.0,0.9629629629629629,1.0,1.0,0.8571428571428571,0.9523809523809524,1.0,0.9411764705882353,0.923076923076923,0.9547511312217195
1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,10,0.9375,0.8333333333333334,1.0,1.0,0.9444444444444445,1.0,0.8333333333333334,1.0,0.9444444444444445,0.9090909090909091,0.9090909090909091,1.0,0.9393939393939394
