cross_val,kfold,accuracy,class_good_recall,class_bad_recall,mean_recall,class_good_precision,class_bad_precision,mean_precision,class_good_F1,class_bad_F1,mean_F1
1,1,0.9166666666666666,0.9565217391304348,0.8461538461538461,0.9013377926421404,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9361702127659574,0.8799999999999999,0.9080851063829787
1,2,0.6944444444444444,0.6333333333333333,1.0,0.8166666666666667,1.0,0.35294117647058826,0.6764705882352942,0.7755102040816326,0.5217391304347826,0.6486246672582077
1,3,0.7777777777777778,0.7857142857142857,0.75,0.7678571428571428,0.9166666666666666,0.5,0.7083333333333333,0.8461538461538461,0.6,0.7230769230769231
1,4,0.8611111111111112,0.8148148148148148,1.0,0.9074074074074074,1.0,0.6428571428571429,0.8214285714285714,0.8979591836734693,0.782608695652174,0.8402839396628217
1,5,0.8333333333333334,0.7777777777777778,1.0,0.8888888888888888,1.0,0.6,0.8,0.8750000000000001,0.7499999999999999,0.8125
1,6,0.8571428571428571,0.8461538461538461,0.8888888888888888,0.8675213675213675,0.9565217391304348,0.6666666666666666,0.8115942028985508,0.8979591836734695,0.761904761904762,0.8299319727891157
1,7,0.8823529411764706,0.8571428571428571,1.0,0.9285714285714286,1.0,0.6,0.8,0.923076923076923,0.7499999999999999,0.8365384615384615
1,8,0.6764705882352942,0.6764705882352942,0,0.3382352941176471,1.0,0.0,0.5,0.8070175438596492,0,0.4035087719298246
1,9,0.8823529411764706,0.8518518518518519,1.0,0.9259259259259259,1.0,0.6363636363636364,0.8181818181818181,0.92,0.7777777777777778,0.8488888888888889
1,10,0.8235294117647058,0.7857142857142857,1.0,0.8928571428571428,1.0,0.5,0.75,0.88,0.6666666666666666,0.7733333333333333
